,symbol,protein_coding,profile,p-value continuous,p-value sigmoid,q-value continuous,q-value sigmoid,gtex r/l,p-value mannwhitney,q-value mannwhitney
ENSG00000056558,TRAF1,yes,unclassified,0.7699331275800138,0.683432227667945,0.8468773483153721,0.9487398656766938,0.5638123359580053,9.94017591163988e-34,6.92117547119822e-33
ENSG00000056586,RC3H2,yes,unclassified,0.04369333343390258,0.6562911173747606,0.5009615437032369,0.9478480940072624,0.7384923817161186,4.94130373545367e-34,3.48704111924817e-33
ENSG00000056736,IL17RB,yes,continuous,0.003989936538219219,0.029438605821023867,0.033789709537541214,0.12174302576638969,3.765756302521008,3.1526462127641903e-58,1.21434536282269e-56
ENSG00000056972,TRAF3IP2,yes,sigmoid,0.007212731572337483,0.0006011437570261347,0.05228987045424691,0.009696876846350521,1.2961859356376637,2.5587344923540297e-28,1.41173040946773e-27
ENSG00000056998,GYG2,yes,continuous,0.015407370255759556,0.37264173706013604,0.09039140118013142,0.7302400576922606,1.3542993630573248,6.09905376012666e-13,1.9729134549319e-12
ENSG00000057019,DCBLD2,yes,unclassified,0.5055074052725557,0.08213479353720365,0.8468773483153721,0.2593425416625341,0.3990525817148271,3.22538443518166e-59,1.36377561727874e-57
ENSG00000057252,SOAT1,yes,continuous,0.004196856439075525,0.009120056319164127,0.03504580403336227,0.051862677360497204,0.9129255319148936,0.0003008299088057,0.0006563294386746
ENSG00000057294,PKP2,yes,continuous,0.00016895674181161002,0.015427489791978721,0.0034552686861238275,0.07545657829667043,20.61965811965812,1.3467230813191398e-62,7.996239929538851e-61
ENSG00000057468,MSH4,yes,continuous,9.279254228444778e-06,0.0007920895399804451,0.0004559282352000489,0.011074595093372065,0.558203254732647,7.28030692045822e-24,3.41602160699062e-23
ENSG00000057593,F7,yes,continuous,0.000326342629372367,0.0034537470921219837,0.005589094383597308,0.026458466516596398,1.6241027056874655,5.5364654421720905e-17,2.0527617424325003e-16
ENSG00000057608,GDI2,yes,unclassified,0.33269462948573014,0.6387807817414639,0.7537620769707716,0.9431375402768628,1.026998597475456,0.0351607733314008,0.0617640210853704
ENSG00000057657,PRDM1,yes,unclassified,0.28023279143916124,0.33111462259899693,0.6789283924885031,0.6796030639079769,5.138279932546374,2.7966759772469197e-62,1.59439097362699e-60
ENSG00000057663,ATG5,yes,unclassified,0.8476475823182176,0.578891704469347,0.8511862693401704,0.9166259293798386,0.8726474278544543,6.17090216037504e-14,2.06361031921517e-13
ENSG00000057704,TMCC3,yes,unclassified,0.2942811937601486,0.3262468388955919,0.7734026586776531,0.6740761609796614,1.5355287414110943,4.46900989161061e-35,3.3230595401074198e-34
ENSG00000057757,PITHD1,yes,unclassified,0.19995645276570406,0.08429558354614897,0.6752661461381175,0.2641469228912574,0.7399887724550899,1.80968147147842e-40,1.8062187404797e-39
ENSG00000057935,MTA3,yes,unclassified,0.20189690029245633,0.45287399555410834,0.6762585891962278,0.8150426067335576,0.6948480845442536,3.2018657840637502e-46,4.640502077537e-45
ENSG00000058056,USP13,yes,continuous,3.0212431346821056e-05,0.004368453286183627,0.0010403921871482225,0.031068840759106497,0.5237655357742694,1.54857143378455e-38,1.37540447857761e-37
ENSG00000058063,ATP11B,yes,unclassified,0.01983671896177641,0.3955355964992948,0.5009615437032369,0.7560730249297397,0.9640239840106596,0.0078329202321664,0.0150145542781847
ENSG00000058085,LAMC2,yes,unclassified,0.4860438025874477,0.4917628063889965,0.8468773483153721,0.8506224522662946,2.18685944363104,2.1257348702448702e-35,1.60394268369578e-34
ENSG00000058091,CDK14,yes,unclassified,0.7914462408823291,,0.8468773483153721,,0.469868801423171,3.5475249665634396e-36,2.7796997186411e-35
ENSG00000058262,SEC61A1,yes,unclassified,0.7262562103065188,0.3446437483935887,0.8468773483153721,0.6967233629090661,1.0822515544889275,5.755133519992751e-09,1.60597603695493e-08
ENSG00000058272,PPP1R12A,yes,unclassified,0.17737693436740187,0.6736875145835824,0.5228753744264737,0.9487398656766938,0.388103448275862,1.6114503509630399e-55,4.86951155594478e-54
ENSG00000058335,RASGRF1,yes,unclassified,0.32169125280368216,0.7717591468007303,0.7379894989585967,0.9125019971332021,0.7777777777777778,0.0004244720009982,0.0009163754996215
ENSG00000058404,CAMK2B,yes,unclassified,0.8560571718076224,0.6685969431411173,0.8574937771677321,0.9487398656766938,0.4445128090390424,2.63696373936742e-33,1.79768971766598e-32
ENSG00000058453,CROCC,yes,unclassified,0.6300842677114594,0.5738761736078439,0.8468773483153721,0.9129899717536044,0.5663921770458055,8.97148453619423e-45,1.1770697377024199e-43
ENSG00000058600,POLR3E,yes,unclassified,0.01040820167130141,0.015144651686300303,0.06782797336623272,0.07438927356794138,0.7538610038610039,4.134271529366339e-40,4.03190803544511e-39
ENSG00000058668,ATP2B4,yes,unclassified,0.36211838451633593,0.7251458958678447,0.8163379432009891,0.9487398656766938,0.304260174971472,6.92068031605721e-58,2.5889003383384796e-56
ENSG00000058673,ZC3H11A,yes,unclassified,0.6512526004035194,0.7871500433724956,0.8468773483153721,0.9014859365400185,0.7952548330404218,6.78162294681315e-11,2.03715135377009e-10
ENSG00000058729,RIOK2,yes,unclassified,0.04858571476260343,0.8090779051519474,0.301969679565799,0.8649483421607161,0.846399730820996,1.42866316727034e-17,5.40157006874812e-17
ENSG00000058799,YIPF1,yes,unclassified,0.703613515499357,0.799987999262409,0.8468773483153721,0.871683647577821,0.9780783582089552,0.0138822246304501,0.0258614353571199
ENSG00000058804,NDC1,yes,unclassified,0.17315613829764953,0.11229294837266934,0.5032613750775329,0.32592318155686256,1.2515907568653717,4.56284226349906e-26,2.32041836221114e-25
ENSG00000058866,DGKG,yes,unclassified,0.7678391224809243,0.7889426122650628,0.8468773483153721,0.885735530371167,0.377061194576768,6.45062207699444e-42,7.05246953933968e-41
ENSG00000059122,FLYWCH1,yes,unclassified,0.8083501219208966,0.40760401493559595,0.8468773483153721,0.7697382592807669,0.6105752669652085,1.6166873490153401e-37,1.3613785608116001e-36
ENSG00000059145,UNKL,yes,unclassified,0.12472886016761175,0.06672029585658601,0.42308325980703054,0.2227142270142378,0.6380305602716468,5.64650369445737e-31,3.49014599954239e-30
ENSG00000059377,TBXAS1,yes,unclassified,0.7805079611315822,0.6405243877350573,0.8468773483153721,0.9437457517588392,1.5654242664551945,4.15802209309418e-22,1.8325306939503e-21
ENSG00000059378,PARP12,yes,sigmoid,0.06994165075879066,0.009277214984930171,0.2707380814542304,0.05252147868042322,1.271450265755505,3.36755962858311e-27,1.78561282111067e-26
ENSG00000059573,ALDH18A1,yes,unclassified,0.43676302605083817,0.15755096946751235,0.8468773483153721,0.4148950337783683,2.06865671641791,6.73448129662865e-48,1.1051796665943401e-46
ENSG00000059588,TARBP1,yes,sigmoid,0.018795002590727306,0.015304418092553451,0.10521023332829499,0.07499118333219562,1.149871904355252,0.000355947863863,0.0007728959743926
ENSG00000059691,GATB,yes,unclassified,0.3000167138068408,0.7867247721619698,0.754654184440619,0.9014859365400185,0.915273631840796,3.64701562784688e-06,8.96937002013827e-06
ENSG00000059728,MXD1,yes,unclassified,0.04164614796944821,0.6689206241907762,0.5009615437032369,0.9487398656766938,1.7582292849035186,1.58997113591249e-31,1.0034041045758e-30
ENSG00000059758,CDK17,yes,unclassified,0.6712499187405692,0.7599204634707052,0.8468773483153721,0.930262733249181,0.510094501718213,4.74665957421478e-40,4.61060408659328e-39
ENSG00000059769,DNAJC25,yes,unclassified,0.06581739936730746,0.83888195345288,0.35070345385295326,0.8576636090182496,0.948064211520302,6.6382690262146e-06,1.60954737025985e-05
ENSG00000059804,SLC2A3,yes,unclassified,0.6038865714232966,0.7605856506934554,0.8468773483153721,0.9297747937721816,0.4401874310915104,6.8393611216633894e-18,2.61545229382253e-17
ENSG00000059915,PSD,yes,unclassified,0.7905489309370104,0.6627009912796057,0.8468773483153721,0.9487398656766938,0.2252639155470249,2.51302334007731e-77,6.37542598544248e-74
ENSG00000060069,CTDP1,yes,unclassified,0.37655608006173613,0.3611385295617052,0.8082815378629381,0.7161279336937648,1.0343473994111874,0.590892808178199,0.702164395913965
ENSG00000060138,YBX3,yes,unclassified,0.08832305095768533,0.7536935680607397,0.4055311365339193,0.930262733249181,0.4711120764552563,2.8629953759752503e-46,4.16994678808211e-45
ENSG00000060140,STYK1,yes,continuous,1.6691473558871905e-05,0.00016645371262613562,0.0006950898911493014,0.007434008295173117,25.70665717337131,1.19925713422846e-65,1.0574113496475999e-63
ENSG00000060237,WNK1,yes,unclassified,0.7941167543619154,0.4420047382147194,0.8468773483153721,0.8047162631121123,0.5464187327823692,8.83732891915926e-42,9.57371581842073e-41
ENSG00000060339,CCAR1,yes,unclassified,0.34271988591334546,0.7702076604543062,0.7980019713060245,0.9125019971332021,0.8443977170321418,4.38286692037478e-20,1.80398931730736e-19
ENSG00000060491,OGFR,yes,unclassified,0.29560768003174964,0.22021165827932365,0.7019875532926722,0.5239494541483469,0.6997851772287862,9.16069709298964e-35,6.6957305768862094e-34
ENSG00000060558,GNA15,yes,unclassified,0.35985668457328424,0.6166755275042101,0.7878617482112551,0.9361096925218255,1.0054080629301867,0.780328655263529,0.871415659301373
ENSG00000060566,CREB3L3,yes,continuous,3.656623114722812e-05,0.02446264200917425,0.001153231665692228,0.10589308047806936,3.928957807428777,6.80581551614361e-36,5.25602575622697e-35
ENSG00000060642,PIGV,yes,unclassified,0.13102326237437611,0.8065910156589127,0.5004908500652869,0.8667268325060077,1.005156831472621,0.877273918511695,0.951445517350535
ENSG00000060656,PTPRU,yes,unclassified,0.7677491339399549,0.5777187516704085,0.8468773483153721,0.9155782674717576,0.5021355617455896,1.89863338620673e-38,1.67804315414657e-37
ENSG00000060688,SNRNP40,yes,sigmoid,0.02944115319056606,0.03323268347539099,0.5009615437032369,0.1324704246572845,0.8940256045519204,2.30301029981922e-08,6.26983629402518e-08
ENSG00000060709,RIMBP2,yes,sigmoid,0.25319881381359577,0.0020693544756502646,0.6400866013207701,0.019355836975753566,0.8559195830230827,0.00155842572285,0.0032107941996835
ENSG00000060718,COL11A1,yes,unclassified,0.8283130631642719,0.600627159933549,0.8468773483153721,0.9286872598569582,0.3629336349924584,2.9979845175627604e-31,1.8741768579606898e-30
ENSG00000060749,QSER1,yes,unclassified,0.7222445073945784,0.7207790574710173,0.8468773483153721,0.9487398656766938,0.7639897767016411,6.285181608779431e-25,3.0693397596535702e-24
ENSG00000060762,MPC1,yes,unclassified,0.03324610692908547,0.189576827652568,0.25178301657384466,0.470685588422244,1.0758103868943882,1.93563910032272e-08,5.28386115163416e-08
ENSG00000060971,ACAA1,yes,unclassified,0.09407566051230809,0.5763317507181964,0.3352030388716244,0.9149096231850329,1.2826655052264808,6.26746452597767e-29,3.53768201444571e-28
ENSG00000060982,BCAT1,yes,unclassified,0.5560335525137531,0.6620511400011975,0.8468773483153721,0.9487398656766938,0.9848438920885116,0.43019250287731,0.54603689081896
ENSG00000061273,HDAC7,yes,unclassified,0.3711028196727407,0.13743605310642437,0.8427533951588835,0.37740058479337135,0.5298079175450926,7.08880783284448e-48,1.16264364259344e-46
ENSG00000061337,LZTS1,yes,unclassified,0.07027346984421423,0.6447773758673341,0.5166307636511484,0.9449178243549405,0.5104212860310421,3.76570128746421e-26,1.9215129453029802e-25
ENSG00000061455,PRDM6,yes,unclassified,0.6383877426789507,0.5762235852164695,0.8468773483153721,0.9149096231850329,0.2486829268292683,3.5824271809129802e-68,4.87673190849502e-66
ENSG00000061656,SPAG4,yes,sigmoid,0.004827114319201353,0.00029947986183098685,0.03894245527658705,0.007459686944773082,1.7510904332654842,3.25446969924421e-31,2.0313321105336298e-30
ENSG00000061676,NCKAP1,yes,unclassified,0.3098945226504214,0.2195393113573646,0.7902310327585745,0.5230000800939081,0.5530405405405404,1.91579411190473e-45,2.62395623969911e-44
ENSG00000061794,MRPS35,yes,unclassified,0.6196546405562835,0.7460037901990468,0.8468773483153721,0.938049368920467,1.161781543393634,3.12427140370284e-13,1.02040070687859e-12
ENSG00000061918,GUCY1B1,yes,unclassified,0.6388434471270565,0.7353112259049486,0.8468773483153721,0.938049368920467,0.3567220702714075,1.78323383252807e-44,2.29167925155168e-43
ENSG00000061936,SFSWAP,yes,unclassified,0.7214892912175589,0.8089152683992372,0.8468773483153721,0.8649483421607161,0.7009711779448621,3.10607536619619e-47,4.8641802585159404e-46
ENSG00000061938,TNK2,yes,unclassified,0.1971365858604981,0.5570122690064667,0.6183443397679618,0.9020106237247004,0.5246444335458558,1.18803370072878e-37,1.00832915052883e-36
ENSG00000061987,MON2,yes,unclassified,0.28482489477465545,0.786846898159264,0.7638122910205065,0.9014859365400185,0.8039207760711399,3.1402001345346897e-22,1.39010144439074e-21
ENSG00000062038,CDH3,yes,unclassified,0.3694953234623646,0.7719725905040349,0.8246484742998847,0.9125019971332021,0.8076288659793814,3.48502740129272e-06,8.57967598907637e-06
ENSG00000062194,GPBP1,yes,continuous,0.0063890347869896,0.2630204451466489,0.04764723953129311,0.5888092087766903,0.785052426237503,5.5493799970867e-28,3.0255694615356e-27
ENSG00000062282,DGAT2,yes,unclassified,0.10246227244855777,0.21340169787133456,0.35749772305281596,0.5129279288433151,1.347278911564626,3.0854309453630704e-09,8.70920737134218e-09
ENSG00000062370,ZNF112,yes,unclassified,0.8198124996256189,0.7965770366620715,0.8468773483153721,0.8822510839698952,0.6792097836312323,4.2947398177672e-39,3.93599857880198e-38
ENSG00000062485,CS,yes,unclassified,0.7801859632388647,0.8032135911250856,0.8468773483153721,0.871683647577821,0.9874350086655111,0.941180142298924,0.996000972338975
ENSG00000062524,LTK,yes,unclassified,0.07365891858324125,0.09451885396000237,0.2808344291193556,0.28675938449160354,1.6535087719298247,6.10933565280612e-21,2.5837716965224502e-20
ENSG00000062582,MRPS24,yes,unclassified,0.25966303138823466,0.6770973364294512,0.7060451179100371,0.9487398656766938,0.7899004975124377,2.8648784374012398e-36,2.25398167784995e-35
ENSG00000062598,ELMO2,yes,sigmoid,0.014262506193650881,0.00020771660256713176,0.08537739456850738,0.008066411486679265,0.6707976566020729,2.0832147210993e-40,2.06905885417082e-39
ENSG00000062650,WAPL,yes,unclassified,0.16549830181057446,0.763515716126916,0.6395452518238907,0.9259028820998372,0.781973539140022,3.41921991733234e-25,1.68598746573081e-24
ENSG00000062716,VMP1,yes,unclassified,0.056868206634412166,0.6648296044341242,0.32629189358860766,0.9487398656766938,1.2737977193852257,2.21462947739594e-07,5.76893097273872e-07
ENSG00000062725,APPBP2,yes,continuous,0.04009175137088172,0.48048223838909543,0.18231339308496894,0.8406743843099188,0.6743832236842106,7.74803266651206e-39,6.98612192594568e-38
ENSG00000062822,POLD1,yes,unclassified,0.8269879062601034,0.7220876675834854,0.8468773483153721,0.9487398656766938,1.0680832610581097,0.0073608153597597,0.0141538340685685
ENSG00000063015,SEZ6,yes,unclassified,0.8125557242493568,0.5234387361078627,0.8468773483153721,0.8773066863233028,0.4092422320862396,4.70323027951248e-29,2.67068258816187e-28
ENSG00000063046,EIF4B,yes,continuous,3.002945893559872e-05,0.019157170380000865,0.0010402374125125164,0.08827465150665988,0.6869293608841902,3.7976441338529596e-26,1.9376351772807e-25
ENSG00000063127,SLC6A16,yes,sigmoid,0.03591721348062993,0.03144898288424325,0.16792625832719232,0.1277619884452897,0.4595410628019323,1.1753376840273399e-40,1.18709956855986e-39
ENSG00000063169,BICRA,yes,unclassified,0.6156364335513943,0.7326194449146546,0.8468773483153721,0.938049368920467,0.6530676786843769,7.14907680047932e-52,1.56905789801476e-50
ENSG00000063176,SPHK2,yes,unclassified,0.2656779727368954,0.34714397411800724,0.6593183175156512,0.6998464206762328,1.3069038287609285,6.36351009363272e-22,2.7861880622362902e-21
ENSG00000063177,RPL18,yes,unclassified,0.6722347913757156,0.407426127698458,0.8468773483153721,0.7694924966586604,0.8446253116292712,1.5742533168404302e-20,6.57122132771033e-20
ENSG00000063180,CA11,yes,unclassified,0.29465705841930256,,0.7495963936046535,,0.3588800904977376,8.093163380523829e-50,1.5348410729092e-48
ENSG00000063241,ISOC2,yes,sigmoid,0.13016593243836505,0.004329423741665561,0.596708529250978,0.03084570867404164,0.7833563945443762,1.5867628446815601e-19,6.40923321415267e-19
ENSG00000063244,U2AF2,yes,sigmoid,0.37001362242045555,0.028575028321237594,0.801087808598763,0.1189961644509212,0.9017857142857144,3.1199676899169094e-11,9.46641786775387e-11
ENSG00000063245,EPN1,yes,unclassified,0.5953297250416061,0.7767139602689559,0.8468773483153721,0.9125019971332021,1.1899538106235563,1.1481743699742e-18,4.50022361205394e-18
ENSG00000063322,MED29,yes,unclassified,0.0775613535200198,0.17529348921838273,0.2923243155586153,0.4474696188018461,0.681015752308528,4.78793641480652e-42,5.27837030399669e-41
ENSG00000063438,AHRR,yes,unclassified,0.5771039082420175,0.5681862504092445,0.8468773483153721,0.9096850398962234,1.867831541218638,1.49138949550013e-18,5.8229396231094095e-18
ENSG00000063587,ZNF275,yes,continuous,0.008528979814525939,0.07982116876830425,0.05853914823292652,0.2541003671776073,0.7719741100323625,8.09378657882533e-20,3.30073440248413e-19
ENSG00000063601,MTMR1,yes,unclassified,0.4452697374964667,0.7718705741040277,0.8468773483153721,0.9125019971332021,0.718566392479436,5.06674598003569e-47,7.792512906688671e-46
ENSG00000063660,GPC1,yes,unclassified,0.7920392297111202,0.7909982723724605,0.8468773483153721,0.885735530371167,0.5447885756676558,3.43125412577487e-39,3.16543118217971e-38
ENSG00000063761,ADCK1,yes,unclassified,0.4722008957617103,0.6211250192818192,0.8468773483153721,0.9379732768689841,0.8234082397003746,1.6128350113151e-21,6.960152439302141e-21
ENSG00000063854,HAGH,yes,continuous,7.519414435552818e-08,0.011439992346717998,2.4928967583010424e-05,0.0607320742120475,0.6220472440944882,3.31975372897308e-54,8.92081920438972e-53
ENSG00000063978,RNF4,yes,unclassified,0.07908728813227572,0.10194969377424945,0.2965497290692777,0.3035885559619002,0.8260065735414955,5.32313312321084e-29,3.01465824216524e-28
ENSG00000064012,CASP8,yes,unclassified,0.14944301089947554,0.7667236400704525,0.5358005703350274,0.9125019971332021,1.95796719390744,7.16631859382369e-59,2.9195163480079e-57
ENSG00000064042,LIMCH1,yes,sigmoid,0.06475654607623338,0.05480776988900404,0.2562881825337813,0.19244311036555387,0.5365430781541743,1.07302063874308e-21,4.65551157572821e-21
ENSG00000064102,INTS13,yes,unclassified,0.3166468598857789,0.6934984560748456,0.7314272442973638,0.9487398656766938,0.7597290640394088,6.63550275749971e-26,3.3552030748716404e-25
ENSG00000064115,TM7SF3,yes,continuous,2.611541650565652e-05,0.0005831277546374247,0.0009394554741186617,0.009550494810708066,0.9138547042477174,3.11303556840535e-05,7.2497644237423e-05
ENSG00000064195,DLX3,yes,continuous,4.7752027934055974e-05,0.11931332565608099,0.0013992212403368112,0.3405691739768688,1.1830708661417322,0.0010471915419988,0.0021893505219351
ENSG00000064199,SPA17,yes,sigmoid,0.025073569664874507,0.00023458775683171673,0.13035020926423146,0.008061015541790931,1.0709434750809737,0.0002809333295822,0.0006142410750959
ENSG00000064201,TSPAN32,yes,unclassified,0.4234978112065916,0.1882192430845272,0.8468773483153721,0.4688136116630477,0.7646666666666667,1.00770203489385e-09,2.9000141112473103e-09
ENSG00000064205,CCN5,yes,unclassified,0.7540042559397966,0.7391290778889381,0.8468773483153721,0.938049368920467,1.3007320048800326,4.50381626388991e-07,1.15642221620503e-06
ENSG00000064218,DMRT3,yes,sigmoid,0.018327330867171088,0.003028076264145696,0.33038075791493976,0.024448098118977923,0.3414620410002253,9.25462993232935e-10,2.666642542143e-09
ENSG00000064225,ST3GAL6,yes,unclassified,0.46708457110305035,0.6986574886390766,0.8468773483153721,0.9487398656766938,0.5153323970037453,1.64561968362025e-32,1.0854050035676801e-31
ENSG00000064270,ATP2C2,yes,unclassified,0.7123692223815841,0.8591416330157222,0.8468773483153721,0.8676469717614576,60.38986740550169,5.58612312357276e-56,1.77247464409304e-54
ENSG00000064300,NGFR,yes,unclassified,0.8566069185851959,0.7157927186117063,0.8597643151294926,0.9487398656766938,0.5058748809145761,1.45943755601265e-33,1.00836331163325e-32
ENSG00000064309,CDON,yes,unclassified,0.41575596556994265,,0.8468773483153721,,0.248728094968909,2.2607711209719e-56,7.39194016255445e-55
ENSG00000064313,TAF2,yes,sigmoid,0.29818078321979125,0.026596104704089463,0.7775860036197663,0.11255851455123576,0.7778329197684036,5.41486788890867e-26,2.7462064650945904e-25
ENSG00000064393,HIPK2,yes,sigmoid,0.0029189425211937348,0.00013652277909736998,0.027176012519675465,0.006587428466865912,1.2272571232406455,3.63848634526048e-13,1.18542314160308e-12
ENSG00000064419,TNPO3,yes,unclassified,0.6023304036483423,0.8274988292520694,0.8468773483153721,0.8575170898334786,0.7773037542662116,1.4172420098745598e-30,8.58016360745516e-30
ENSG00000064490,RFXANK,yes,sigmoid,0.2450133549324307,0.005431618020923512,0.626270456477566,0.036455260798505223,0.8606721845999499,3.5379664721857005e-21,1.50833047894753e-20
ENSG00000064545,TMEM161A,yes,continuous,0.0009433183830134251,0.005397834749587549,0.01208467333914496,0.03624646034348039,0.7148803329864725,1.53825654907172e-42,1.7475007688446998e-41
ENSG00000064547,LPAR2,yes,unclassified,0.7403586193528292,0.6306377685387361,0.8468773483153721,0.9399223865250551,2.880191216014341,3.2038797022993196e-49,5.78533108923107e-48
ENSG00000064601,CTSA,yes,sigmoid,0.0011030810990483308,5.34325721920359e-05,0.013467617418380986,0.0034171402120906766,1.6508301660332068,4.27973271603591e-38,3.71253842213416e-37
ENSG00000064607,SUGP2,yes,unclassified,0.7299221052632354,0.8040703971896421,0.8468773483153721,0.8699955013549866,0.6932591218305504,1.22571260657718e-35,9.352111785494471e-35
ENSG00000064651,SLC12A2,yes,unclassified,0.16855946961819002,0.4447823837064063,0.49336925994953035,0.8076411661355464,1.354374633000587,8.78000756266781e-31,5.3720517660072194e-30
ENSG00000064652,SNX24,yes,continuous,0.02323317950092285,0.08751208057633986,0.12268214968442748,0.2709595947297393,0.9447004608294932,0.0027034363255987,0.0054434464317125
ENSG00000064655,EYA2,yes,continuous,0.001296530350924363,0.007201811475219921,0.015174849775507595,0.04399711665452777,2.026958002270148,1.18685358702095e-41,1.27707459518798e-40
ENSG00000064666,CNN2,yes,sigmoid,0.047561077548486375,0.003958408781619127,0.20610226560134617,0.028905172598356982,0.7390759984975585,2.67937011094754e-23,1.2314203228122098e-22
ENSG00000064687,ABCA7,yes,unclassified,0.7858263984978816,0.4771998139937653,0.8468773483153721,0.8378945750334862,2.088096421471173,5.109385635053491e-44,6.385359168142409e-43
ENSG00000064692,SNCAIP,yes,unclassified,0.08343940371261216,0.8053946165109467,0.3938809110229812,0.8693730502136917,0.7172912557527944,8.83453631991009e-07,2.23782325325924e-06
ENSG00000064703,DDX20,yes,unclassified,0.4103737630878135,0.7718113422792738,0.8468773483153721,0.9125019971332021,0.814771997430957,3.70801728354773e-12,1.1650935576572098e-11
ENSG00000064726,BTBD1,yes,continuous,5.704119492300208e-07,0.057551244168216886,7.678950822540553e-05,0.19976219061274678,0.8121204453441294,1.5426518692391802e-23,7.14819666067631e-23
ENSG00000064763,FAR2,yes,sigmoid,0.29472149728209396,0.03324849631733662,0.7734026586776531,0.13250068413704177,2.275894538606404,4.13750957134388e-50,8.015509257390349e-49
ENSG00000064787,BCAS1,yes,unclassified,0.3836031976695775,0.7324272185219434,0.8350431336222612,0.938049368920467,47.525206232813936,2.5870773632515703e-67,3.0270974606951703e-65
ENSG00000064886,CHI3L2,yes,unclassified,0.5473093304614163,0.1362354947479032,0.8468773483153721,0.3756323752535856,2.039261285909713,1.03417809497359e-17,3.92951065523596e-17
ENSG00000064932,SBNO2,yes,unclassified,0.81503451864299,0.5711276472853546,0.8468773483153721,0.9114096354752224,0.8977884040645546,9.39968149319615e-05,0.0002122696432044
ENSG00000064933,PMS1,yes,unclassified,0.22741075113403775,0.5560363074388952,0.6620216158374552,0.901335861062687,0.7655079915055327,1.4095610567367499e-22,6.3215613708034e-22
ENSG00000064961,HMG20B,yes,unclassified,0.13245000928313355,0.8023027279778666,0.5033162814447019,0.871683647577821,0.8283614589003812,1.31375332749275e-28,7.333184765211829e-28
ENSG00000064989,CALCRL,yes,unclassified,0.1328057638949287,0.6525612346889877,0.5043114257612326,0.9469915700390475,0.7771369137670198,1.46666280954363e-06,3.67706636371658e-06
ENSG00000064995,TAF11,yes,unclassified,0.33445179301518957,0.7335472668020551,0.7905968751857708,0.938049368920467,0.8044921875,5.21233918766928e-33,3.50501550700465e-32
ENSG00000064999,ANKS1A,yes,sigmoid,0.00989134752734755,0.0018519393427179898,0.06538513402409069,0.01814337656367363,0.4639049117287187,3.72934427861938e-52,8.38283899406297e-51
ENSG00000065000,AP3D1,yes,unclassified,0.7587583110549345,0.7892587434242159,0.8468773483153721,0.885735530371167,0.782919784692136,3.95646477800183e-38,3.43959764259527e-37
ENSG00000065029,ZNF76,yes,unclassified,0.6414189572969253,0.8152841716671327,0.8468773483153721,0.8582845016035787,0.7179937548790009,5.0028555787111e-35,3.71358396614713e-34
ENSG00000065054,NHERF2,yes,unclassified,0.16012993774953488,0.5381626855869396,0.4778989031058341,0.888042242364564,0.8594992050874404,0.0068616144766921,0.0132432149107
ENSG00000065057,NTHL1,yes,sigmoid,0.08370523678984632,0.0024754527295770545,0.3083413933954659,0.021506413040357848,0.8018310691080921,1.3902488827749001e-15,4.91567696511343e-15
ENSG00000065060,BLTP3A,yes,unclassified,0.2839826461533973,0.41737200467486246,0.6836703653717918,0.77986866403943,0.757563025210084,1.9353038127269297e-30,1.16282820217169e-29
ENSG00000065135,GNAI3,yes,continuous,0.027481652881581775,0.521147304808472,0.13870789785141618,0.8759436095861131,0.8800963081861959,7.28276955534717e-10,2.10651542906608e-09
ENSG00000065150,IPO5,yes,continuous,1.183783747471523e-06,0.000997954160103176,0.00011923661796406914,0.012673781910341044,0.5646306818181819,1.08985992948729e-48,1.8885393783096102e-47
ENSG00000065154,OAT,yes,unclassified,0.4763931621628592,0.8007308615261692,0.8468773483153721,0.871683647577821,0.6885686954442186,2.85643345901763e-32,1.8652874768708402e-31
ENSG00000065183,WDR3,yes,unclassified,0.4581772256024387,0.3274458671469853,0.8468773483153721,0.6757737988142932,0.9400843034925732,0.0238230285601301,0.0429676746817432
ENSG00000065243,PKN2,yes,continuous,0.007840389072930387,0.27557625035553024,0.05549218721973918,0.6063881554792088,0.9463562753036436,0.0062887125895462,0.0121893355013142
ENSG00000065268,WDR18,yes,unclassified,0.5155210233552381,0.44862589722964197,0.8468773483153721,0.8119095968279517,0.8766464934140263,6.1935026385435305e-09,1.72605963332017e-08
ENSG00000065308,TRAM2,yes,unclassified,0.3288222782185145,0.7136982651200577,0.7485879479091307,0.9487398656766938,0.8811659192825111,0.0001033967359077,0.0002329316658414
ENSG00000065320,NTN1,yes,continuous,0.004272630709476588,0.7682021739693873,0.11021346095493355,0.9125019971332021,0.5833333333333334,7.26242809219707e-19,2.8682274208165497e-18
ENSG00000065325,GLP2R,yes,continuous,3.5730580435933135e-05,0.029400482328953648,0.0011445849399708248,0.12167903780519183,0.6116928446771378,8.073222437510651e-19,3.18056584954318e-18
ENSG00000065328,MCM10,yes,unclassified,0.44668478554594226,0.2276033830703682,0.8468773483153721,0.5343904606005323,6.024548817397153,2.0488971076641797e-62,1.1899593576489201e-60
ENSG00000065357,DGKA,yes,sigmoid,0.020816713005491816,0.0015064246201261788,0.11341519499543816,0.01608849514774917,2.0174591381872213,6.0728527660542606e-61,3.01820241702392e-59
ENSG00000065361,ERBB3,yes,sigmoid,0.09132213715606241,0.03152471215774433,0.5458314968485602,0.1279728617466518,2.223064853556485,1.44996182709235e-24,6.98728366909906e-24
